Localización,Fecha,Salario,Formación,ID
España,02/04/2025,39.000 - 45.000,Otros tipos de formación,1839797329
Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797330
Sin Especificar,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797331
Madrid - España,02/04/2025,Sin especificar,"Sin especificar Bachillerato, fp básica y fp de grado…",1839797334
Sin Especificar,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797333
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797336
Sin Especificar,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797335
Illes Balears - Baleares - España,02/04/2025,Sin especificar,"Sin especificar Bachillerato, fp básica y fp de grado…",1839797338
Barcelona - Cataluña - España,02/04/2025,1.785 - 1.785,Grados universitarios de 240 créditos…,1839797337
Barcelona - Cataluña - España,02/04/2025,45.000 - 60.000,Enseñanzas universitarias oficiales de…,1839797340
Leon - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797339
Huelva - Andalucia - España,02/04/2025,Sin especificar,"Sin especificar Bachillerato, fp básica y fp de grado…",1839797342
Huelva - Andalucia - España,02/04/2025,Sin especificar,"Sin especificar Bachillerato, fp básica y fp de grado…",1839797341
Malaga - Andalucia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797345
Asturias - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797344
Madrid - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839797347
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797354
Sin Especificar,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797353
España,02/04/2025,33.000 - 36.000,Otros tipos de formación,1839796997
Caceres - Extremadura - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839796995
Madrid - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797324
Tarragona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797386
Girona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797387
Tarragona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797388
Guipuzcoa - Pais Vasco - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797381
A Coruña - Galicia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797382
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797383
Vizcaya - Pais Vasco - España,02/04/2025,Sin especificar,Sin especificar Fp de grado superior y equivalentes…,1839797384
Asturias - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797393
Cantabria - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797394
Badajoz - Extremadura - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797395
Girona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797389
Sevilla - Andalucia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797362
Huelva - Andalucia - España,02/04/2025,Sin especificar,Sin especificar Certificado de profesionalidad nivel 3…,1839797363
Asturias - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797360
Asturias - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797361
Asturias - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797358
Almeria - Andalucia - España,02/04/2025,Sin especificar,Sin especificar Fp de grado superior y equivalentes…,1839797359
Vizcaya - Pais Vasco - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797371
Asturias - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797370
Vizcaya - Pais Vasco - España,02/04/2025,Sin especificar,Sin especificar Fp de grado superior y equivalentes…,1839797369
Guipuzcoa - Pais Vasco - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797368
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797367
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias de grado,1839797366
Huelva - Andalucia - España,02/04/2025,Sin especificar,"Sin especificar Bachillerato, fp básica y fp de grado…",1839797365
Vizcaya - Pais Vasco - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797364
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797380
Guipuzcoa - Pais Vasco - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797379
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797378
A Coruña - Galicia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797376
Teruel - Aragon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797377
Almeria - Andalucia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797375
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797374
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797373
Tarragona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797372
Malaga - Andalucia - España,02/04/2025,Sin especificar,"Sin especificar Bachillerato, fp básica y fp de grado…",1839797385
Girona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797390
Lleida - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797391
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797392
A Coruña - Galicia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797402
Cordoba - Andalucia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797401
Zaragoza - Aragon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797404
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Eso / certificado de profesionalidad…,1839797403
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797398
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797397
Cordoba - Andalucia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797411
Sevilla - Andalucia - España,02/04/2025,Sin especificar,"Sin especificar Bachillerato, fp básica y fp de grado…",1839797410
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797413
Vizcaya - Pais Vasco - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797412
Caceres - Extremadura - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797406
Lleida - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797405
Lleida - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797408
Zaragoza - Aragon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797409
Las Palmas - Canarias - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797407
España,02/04/2025,Sin especificar,Sin especificar Sin estudios,1839797159
España,02/04/2025,30.000 - 48.000,Enseñanzas universitarias oficiales de…,1839797176
España,02/04/2025,36.000 - 42.000,Otros tipos de formación,1839797199
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797257
España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797260
Pontevedra - Galicia - España,02/04/2025,Sin especificar,Sin especificar Doctorado universitario.,1839797259
Madrid - España,02/04/2025,30.000 - 33.000,Sin estudios,1839797254
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797256
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797252
Toledo - Castilla la Mancha - España,02/04/2025,Sin especificar,Sin especificar Sin estudios,1839797251
Madrid - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797277
Madrid - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797279
España,02/04/2025,30.000 - 33.000,Otros tipos de formación,1839797232
Sin Especificar,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797261
España,02/04/2025,24 - 24,Sin estudios,1839797275
Pontevedra - Galicia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797270
Madrid - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797272
Madrid - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839797267
Zaragoza - Aragon - España,02/04/2025,24.000 - 36.000,Sin estudios,1839797209
Murcia - España,02/04/2025,Sin especificar,Sin especificar Grados universitarios de 240 créditos…,1837798235
Granada - Andalucia - España,02/04/2025,Sin especificar,Sin especificar Certificado de profesionalidad nivel 3…,1839797673
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797671
Asturias - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1838319343
Granada - Andalucia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797630
Asturias - España,02/04/2025,Sin especificar,Sin especificar Grados universitarios de 240 créditos…,1839797634
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797633
Girona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797632
Asturias - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797636
Granada - Andalucia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797635
Las Palmas - Canarias - España,02/04/2025,Sin especificar,Sin especificar Fp de grado superior y equivalentes…,1839797620
Granada - Andalucia - España,02/04/2025,Sin especificar,"Sin especificar Bachillerato, fp básica y fp de grado…",1839797621
Madrid - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797622
Girona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797623
Girona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797624
Pontevedra - Galicia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797625
Teruel - Aragon - España,02/04/2025,Sin especificar,"Sin especificar Bachillerato, fp básica y fp de grado…",1839797626
Zaragoza - Aragon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839797627
